DATE,P01,P02,P03,P04,P06,P07,P08,P11,T01,T02,T03,T04,T05,T06,T07,T08,T09
4/24/79,558.85,559.5,557.56,559.56,560.95,559.85,556.72,NA,NA,NA,560.08,NA,570,NA,NA,577.25,NA
5/1/79,558.9,559.58,557.56,559.59,560.98,559.91,556.73,NA,NA,NA,560.08,NA,569.99,NA,NA,577.22,NA
5/9/79,558.93,559.61,557.57,559.62,560.99,559.94,556.75,NA,NA,NA,560.08,NA,569.97,NA,NA,577.21,NA
5/17/79,558.93,559.61,557.56,559.62,560.99,559.94,556.73,NA,NA,NA,560.06,NA,569.93,NA,NA,577.16,NA
5/24/79,558.93,559.61,557.57,559.62,560.99,559.93,556.74,NA,NA,NA,560.07,NA,569.92,NA,NA,577.14,NA
5/31/79,558.92,559.6,557.56,559.6,560.98,559.92,556.73,NA,NA,NA,560.06,NA,569.86,NA,NA,577.1,NA
6/6/79,558.91,559.34,557.54,NA,560.96,559.9,556.72,NA,NA,NA,560.05,NA,569.82,NA,NA,577.05,NA
6/12/79,558.89,559.56,557.53,559.56,560.94,559.88,556.7,NA,NA,NA,560.02,NA,569.77,NA,NA,576.96,NA
6/21/79,558.96,559.61,557.59,559.63,561,559.94,556.75,NA,NA,NA,560.08,NA,569.88,NA,NA,577.26,NA
6/28/79,558.94,559.3,557.57,559.61,560.98,559.93,556.71,NA,NA,NA,560.05,NA,569.83,NA,NA,577.21,NA
7/12/79,558.91,559.57,557.53,559.57,560.94,559.88,556.68,NA,NA,NA,559.98,NA,569.72,NA,NA,577.08,NA
7/26/79,558.84,559.49,557.43,559.5,560.87,559.81,556.61,NA,NA,NA,559.85,NA,569.56,NA,NA,576.96,NA
8/9/79,558.85,559.52,557.46,559.52,560.88,559.82,556.61,NA,NA,NA,559.92,NA,569.56,NA,NA,576.96,NA
8/23/79,558.79,559.45,557.37,559.46,560.84,559.75,556.58,NA,558.66,556.55,559.72,NA,569.56,NA,NA,576.96,NA
9/5/79,558.75,559.41,557.3,559.42,560.76,559.7,556.54,NA,558.66,556.51,559.66,NA,569.56,NA,NA,576.96,NA
9/17/79,558.71,559.37,557.21,559.38,560.71,559.64,556.5,NA,558.66,556.47,559.66,NA,569.56,564.26,569.56,576.96,576.16
10/2/79,558.65,559.29,557.16,559.31,560.63,559.55,556.45,NA,558.66,556.4,559.66,NA,569.56,564.26,569.56,576.96,576.16
10/15/79,558.63,559.27,557.16,559.28,560.6,559.51,556.42,NA,558.66,556.37,559.66,NA,569.56,564.26,569.56,576.96,576.16
10/30/79,558.61,NA,557.16,559.27,560.59,559.49,556.41,NA,558.66,556.36,559.66,NA,569.56,564.26,569.56,576.96,576.16
4/1/80,558.79,559.37,557.54,559.49,560.74,559.65,556.69,NA,558.97,556.58,559.98,562.36,569.94,564.51,569.79,577.4,576.61
4/7/80,558.78,559.36,557.51,559.47,560.72,559.64,556.69,NA,558.94,556.57,559.95,562.33,569.92,564.49,569.79,577.37,576.58
4/16/80,558.76,559.36,557.46,559.44,560.7,559.6,556.67,NA,558.66,556.56,559.86,562.27,569.87,564.4,569.76,577.31,576.53
4/22/80,558.72,559.33,557.41,559.41,560.69,559.57,556.64,NA,558.66,556.52,559.78,562.11,569.77,564.26,569.68,577.2,576.47
4/28/80,558.71,559.3,557.38,559.39,560.65,559.56,556.63,NA,558.66,556.81,559.66,561.94,569.56,564.26,569.56,577.11,576.43
5/5/80,558.68,NA,557.33,559.36,560.64,559.52,556.61,NA,558.66,556.49,559.66,561.94,569.56,564.26,569.56,576.96,576.37
5/12/80,558.65,559.24,557.31,559.33,560.62,559.49,556.58,NA,558.66,556.47,559.66,561.94,569.56,564.26,569.56,576.96,576.16
5/19/80,558.63,559.21,557.16,559.31,560.6,559.49,556.56,NA,558.66,556.45,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/2/80,558.65,559.23,557.35,559.33,560.65,559.49,556.58,NA,558.66,556.74,559.85,561.94,569.56,564.26,569.56,576.96,576.16
6/16/80,558.72,559.28,557.41,559.4,560.75,559.6,556.62,NA,558.66,556.58,559.95,561.94,569.62,564.26,569.56,577.11,576.36
6/30/80,558.68,559.24,557.33,NA,560.71,559.55,556.58,NA,558.66,556.54,559.87,561.94,569.56,564.26,569.56,576.96,576.16
7/14/80,558.6,559.15,557.16,559.27,560.6,559.43,556.49,NA,558.66,556.44,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/29/80,558.54,559.08,557.16,559.19,560.52,559.34,556.47,NA,NA,556.36,NA,NA,NA,NA,NA,NA,NA
8/11/80,558.54,559.08,557.16,559.18,560.52,559.34,556.43,NA,NA,556.37,NA,NA,NA,NA,NA,NA,NA
8/25/80,558.58,559.12,557.16,559.23,560.56,559.41,556.47,NA,NA,556.44,NA,NA,NA,NA,NA,NA,NA
9/9/80,558.57,559.1,557.16,559.23,560.55,559.41,556.45,NA,NA,556.44,NA,NA,NA,NA,NA,NA,NA
9/25/80,558.6,559.12,557.16,559.25,560.58,559.44,556.47,NA,NA,556.48,NA,NA,NA,NA,NA,NA,NA
10/7/80,558.56,559.09,557.16,559.22,560.54,559.4,556.44,NA,NA,556.44,NA,NA,NA,NA,NA,NA,NA
3/6/81,558.67,559.18,557.42,559.39,560.42,559.52,556.64,542.59,558.83,556.5,559.99,562.16,569.77,564.26,569.56,577.32,576.42
3/16/81,558.66,559.17,557.42,559.38,560.42,559.51,556.64,542.57,558.85,556.48,559.99,562.16,569.79,564.26,569.56,577.34,576.44
4/1/81,558.74,559.22,557.58,559.42,560.49,559.58,556.7,542.59,558.86,556.55,560.11,562.28,570,564.68,569.98,577.48,576.48
4/7/81,558.74,559.21,557.57,559.4,560.48,559.57,556.69,542.56,558.81,556.54,560.09,562.19,569.97,564.64,569.94,577.44,576.45
4/15/81,558.71,559.41,557.53,559.38,560.45,559.54,556.67,542.55,558.77,556.51,560.06,562.05,569.92,564.56,569.88,577.38,576.39
4/21/81,558.69,559.17,557.51,559.36,560.44,559.52,556.64,542.52,558.66,556.5,560.02,561.94,569.85,564.5,569.83,577.3,576.33
4/29/81,558.69,559.18,557.51,559.36,560.44,559.52,556.65,542.52,558.66,556.5,560.02,561.94,569.81,564.46,569.8,577.23,576.3
5/13/81,558.65,559.14,557.45,559.3,560.41,559.49,556.61,542.47,558.66,556.46,559.97,561.94,569.65,564.26,569.56,576.96,576.16
5/27/81,558.66,559.15,557.45,559.31,560.42,559.49,556.61,542.47,NA,556.46,559.98,NA,569.56,NA,NA,576.96,NA
6/10/81,558.7,559.17,557.48,559.36,560.47,559.53,556.64,542.48,NA,556.49,560.03,NA,569.56,NA,NA,577.1,NA
6/23/81,558.71,559.17,557.48,559.34,560.48,559.53,556.64,542.48,NA,556.49,560.04,NA,569.56,NA,NA,576.96,NA
7/6/81,558.65,559.11,557.38,559.27,560.41,559.46,556.57,542.43,NA,556.42,559.95,NA,569.56,NA,NA,576.96,NA
7/20/81,558.62,559.08,557.16,559.25,560.38,559.42,556.54,542.4,NA,556.4,559.9,NA,569.56,NA,NA,576.96,NA
8/4/81,558.57,559.03,557.16,559.19,560.32,559.35,556.5,542.37,NA,556.34,559.66,NA,NA,NA,NA,NA,NA
8/19/81,558.49,558.94,557.16,559.08,560.26,559.22,556.42,542.29,NA,556.23,559.66,NA,NA,NA,NA,NA,NA
9/1/81,558.42,558.86,557.16,NA,560.26,559.12,556.36,541.96,NA,556.16,559.66,NA,NA,NA,NA,NA,NA
9/9/81,558.43,558.87,557.16,558.99,560.26,559.13,556.37,541.96,NA,556.16,559.66,NA,NA,NA,NA,NA,NA
9/30/81,558.41,558.84,557.16,NA,560.26,558.96,556.34,541.96,NA,556.16,559.66,NA,569.56,NA,NA,576.96,NA
10/14/81,558.42,558.85,557.16,559.01,560.26,559.08,556.34,542.17,NA,556.16,559.66,NA,569.56,NA,NA,576.96,NA
11/4/81,558.48,558.82,557.16,559.01,560.26,559.06,556.33,542.22,NA,556.16,559.66,NA,569.56,NA,NA,576.96,NA
11/16/81,558.4,558.82,557.16,558.99,560.26,559.03,556.32,542.19,NA,556.16,559.66,NA,569.56,NA,NA,576.96,NA
4/30/82,558.87,559.27,557.84,559.59,560.92,559.52,556.74,542.92,558.66,556.63,560.05,562.04,570.06,564.63,570.16,577.54,576.8
5/12/82,558.85,559.25,557.8,559.57,560.9,559.5,556.72,542.9,558.66,556.62,560.03,561.94,569.99,564.6,570.11,577.48,576.74
5/17/82,558.92,559.33,557.84,559.62,560.96,559.58,556.77,542.95,558.95,556.69,560.08,562.08,570.04,564.67,570.16,577.53,576.8
5/26/82,558.91,559.31,557.83,NA,560.95,559.57,556.74,542.94,558.66,556.7,560.06,561.94,569.98,564.64,570.13,577.48,576.76
6/8/82,558.89,559.34,557.84,559.63,560.93,559.54,556.72,542.94,558.97,556.68,560.03,562.1,569.92,564.6,570.08,577.42,576.71
6/24/82,558.94,559.32,557.81,559.61,560.97,559.58,556.73,542.93,558.66,556.68,560.04,561.94,569.92,564.62,570.09,577.42,576.71
7/8/82,558.86,559.24,557.71,559.54,560.9,559.48,556.65,542.87,558.66,556.61,559.92,561.94,569.78,564.49,569.98,577.29,576.61
7/19/82,558.86,559.23,557.7,559.53,560.89,559.46,556.64,542.86,558.66,556.6,559.91,561.94,569.76,564.44,569.95,577.26,576.59
8/3/82,558.77,559.13,557.58,559.45,560.79,559.34,556.55,542.8,558.66,556.51,559.66,561.94,569.56,564.26,569.8,576.96,576.47
8/16/82,558.71,559.07,557.5,559.39,560.72,559.26,556.5,542.76,558.66,556.44,559.66,561.94,569.56,564.26,569.56,576.96,576.39
9/1/82,558.64,559,557.58,559.32,560.64,559.24,556.45,542.71,558.66,556.36,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/13/82,558.58,558.93,557.28,559.25,560.56,559.06,556.39,542.66,558.66,556.27,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/29/82,558.56,558.89,557.19,559.22,560.52,558.98,556.36,542.64,558.66,556.21,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/13/82,558.75,559.1,557.5,559.41,560.76,559.32,556.53,542.81,558.66,556.5,559.89,561.94,569.72,564.37,569.78,577.13,576.44
10/27/82,558.73,559.09,557.48,559.4,560.75,559.3,556.52,542.61,558.66,556.48,559.82,561.94,569.56,564.26,570,576.96,576.39
5/3/83,559.08,559.29,557.96,559.36,561.17,559.7,556.76,542.48,559.02,556.71,560.06,562.09,570.1,564.61,570.08,577.56,576.75
5/10/83,559.05,559.28,557.93,559.65,561.14,559.67,556.74,542.47,NA,556.68,560.01,NA,570.03,564.48,570.02,577.5,576.7
5/17/83,559.06,559.28,557.92,559.64,561.15,559.68,556.74,542.46,559.01,556.69,560.03,NA,570,564.53,570.02,577.49,576.69
5/24/83,559.08,559.3,557.93,559.66,561.17,559.7,556.75,542.46,559.03,556.7,560.06,NA,569.98,564.53,570.02,577.49,576.69
6/7/83,559.01,559.26,557.87,559.6,561.12,559.64,556.7,542.4,558.66,556.65,559.99,NA,569.86,564.26,569.93,577.38,576.61
6/21/83,559.01,559.25,557.83,559.58,561.1,559.61,556.68,542.37,NA,NA,559.96,561.94,569.79,564.26,569.89,577.33,576.57
6/26/83,559,559.24,557.81,559.58,561.1,559.6,556.67,542.35,NA,NA,559.95,561.94,569.77,564.26,569.86,577.3,576.55
7/12/83,558.98,559.21,557.77,559.54,561.07,559.55,556.64,NA,NA,556.59,559.9,561.94,569.56,564.26,569.78,577.19,576.49
7/26/83,558.89,559.12,557.66,559.46,560.98,559.43,556.56,NA,NA,556.5,559.66,561.94,569.56,564.26,569.56,576.96,576.35
8/9/83,558.84,559.06,557.58,559.42,560.93,559.35,556.5,NA,NA,556.44,559.66,561.94,569.56,564.26,569.56,576.96,NA
8/23/83,558.75,558.96,557.44,559.32,560.83,559.21,556.42,NA,NA,556.33,559.66,561.94,569.56,564.26,569.56,576.96,NA
9/7/83,558.69,558.89,557.32,559.25,560.75,559.12,556.37,NA,NA,556.26,559.66,561.94,569.56,564.26,569.56,576.96,NA
9/20/83,558.67,558.87,557.26,559.22,560.73,559.08,556.35,NA,NA,556.16,559.66,561.94,569.56,564.26,569.56,576.96,NA
4/24/84,558.97,559.3,557.97,559.69,561.25,559.68,556.75,542.47,558.98,556.64,560.02,562.08,570.09,564.65,570.08,577.62,576.71
5/10/84,559.07,559.38,557.98,559.75,561.3,559.78,556.76,542.92,559.04,556.66,560.05,562.08,570.07,564.68,570.1,577.63,576.73
5/24/84,559.02,559.34,557.91,559.69,561.25,559.72,556.71,542.85,558.99,556.65,559.98,561.94,569.96,564.61,570.01,577.53,576.64
6/7/84,559,559.34,557.9,559.68,561.23,559.72,556.7,542.83,NA,556.67,559.97,561.95,569.92,564.6,569.98,577.49,NA
6/21/84,559,NA,557.88,559.67,561.22,559.71,556.69,542.83,558.66,556.65,559.96,NA,569.88,564.58,569.95,577.45,576.58
7/5/84,559,559.34,557.88,NA,NA,559.71,556.69,542.8,558.98,556.65,559.98,NA,569.86,564.57,569.94,577.44,576.57
7/17/84,558.96,559.3,557.82,559.64,561.2,559.66,556.65,NA,558.66,556.61,559.9,561.94,569.75,564.49,569.88,577.36,576.52
8/2/84,558.85,559.19,557.68,559.54,561.09,559.52,556.55,542.68,558.66,556.5,559.66,561.94,569.56,564.26,569.69,577.15,576.37
8/22/84,558.73,559.06,557.5,559.42,560.96,559.34,556.43,542.59,NA,556.16,NA,NA,NA,NA,NA,NA,NA
9/5/84,558.63,558.96,557.35,559.33,560.87,559.21,556.35,542.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/84,558.59,558.9,557.16,559.27,560.82,559.13,556.31,542.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/23/84,558.64,558.97,557.33,559.33,560.87,559.2,556.36,NA,NA,556.16,NA,NA,NA,NA,NA,NA,NA
4/19/85,558.75,NA,NA,NA,NA,NA,556.62,542.55,558.66,556.57,559.66,561.94,569.87,NA,NA,577.24,NA
5/2/85,558.72,NA,NA,NA,NA,NA,556.59,542.51,558.66,556.54,559.66,561.94,569.71,NA,NA,577.08,NA
5/16/85,558.7,NA,NA,NA,NA,NA,556.57,542.47,558.66,556.54,559.66,561.94,569.69,NA,NA,577.05,NA
5/31/85,558.68,NA,NA,NA,NA,NA,556.55,542.43,558.66,556.52,559.66,561.94,569.56,NA,NA,576.96,NA
6/13/85,558.64,NA,NA,NA,NA,NA,556.5,542.4,558.66,556.47,559.66,561.94,569.56,NA,NA,576.96,NA
6/27/85,558.62,NA,NA,NA,NA,NA,556.5,542.38,558.66,556.46,559.66,561.94,569.56,NA,NA,576.96,NA
7/11/85,558.54,NA,NA,NA,NA,NA,556.4,542.31,558.66,556.32,559.66,561.94,569.56,NA,NA,576.96,NA
7/25/85,558.42,NA,NA,NA,NA,558.96,556.29,541.96,558.66,556.16,559.66,561.94,569.56,NA,NA,NA,NA
8/6/85,558.36,NA,NA,NA,NA,NA,556.23,542.18,558.66,556.16,559.66,561.94,569.56,NA,NA,576.96,NA
8/22/85,558.33,NA,NA,NA,NA,NA,556.2,542.16,558.66,556.16,559.66,561.94,569.56,NA,NA,NA,NA
9/5/85,558.29,NA,NA,NA,560.43,NA,556.16,542.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/85,558.26,NA,NA,NA,560.39,NA,556.13,542.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/3/85,558.25,NA,NA,NA,560.37,NA,556.11,542.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/86,558.5,559.02,557.16,559.27,560.64,559.11,556.41,542.56,NA,556.39,NA,NA,569.66,NA,NA,NA,NA
4/24/86,558.68,NA,NA,NA,NA,NA,556.55,542.67,559.04,556.47,560,561.97,569.74,NA,NA,577.19,NA
5/14/86,558.76,NA,NA,NA,NA,NA,556.62,542.69,559.04,556.51,560.03,561.94,569.7,NA,NA,577.28,NA
5/22/86,558.73,NA,NA,NA,NA,NA,556.59,542.67,558.66,556.48,559.99,561.94,569.56,NA,NA,577.09,NA
6/4/86,558.7,NA,NA,NA,NA,NA,556.57,542.62,558.66,556.45,559.93,561.94,569.56,NA,NA,576.96,NA
6/18/86,558.64,NA,NA,NA,NA,NA,556.51,542.56,558.66,556.38,559.8,561.94,569.56,NA,NA,576.96,NA
7/2/86,558.6,NA,NA,NA,NA,NA,556.46,542.52,558.66,556.32,559.66,561.94,NA,NA,NA,576.96,NA
7/16/86,558.6,NA,NA,NA,NA,NA,556.45,542.51,558.66,556.16,559.66,561.94,NA,NA,NA,576.96,NA
8/13/86,558.53,NA,NA,NA,NA,NA,556.4,542.45,558.66,556.16,559.66,561.94,NA,NA,NA,576.96,NA
8/27/86,558.48,NA,NA,NA,NA,NA,556.37,542.42,558.66,556.16,559.66,561.94,NA,NA,NA,576.96,NA
9/10/86,558.46,NA,NA,NA,NA,NA,556.35,542.4,558.66,556.16,559.66,561.94,NA,NA,NA,576.96,NA
9/24/86,558.59,NA,NA,NA,NA,NA,556.44,542.5,NA,556.37,559.66,NA,NA,NA,NA,NA,NA
5/8/87,559.02,559.32,557.85,559.72,561.07,559.92,556.7,NA,NA,NA,560.02,562.33,569.92,564.71,569.89,577.51,576.83
5/27/87,559.1,NA,NA,NA,NA,NA,556.74,NA,559.08,NA,560.09,NA,NA,NA,NA,577.54,NA
6/4/87,559.07,NA,NA,NA,NA,NA,556.7,543.16,559.04,NA,560.03,NA,NA,NA,NA,577.51,NA
6/10/87,559.03,559.32,557.89,559.71,561.07,559.91,556.68,543.19,559,556.52,559.97,562.26,569.85,564.65,569.84,577.43,576.76
6/17/87,559.01,NA,NA,NA,NA,NA,556.66,543.17,558.98,NA,559.93,NA,NA,NA,NA,577.38,NA
6/24/87,558.98,559.26,557.85,559.66,561.03,559.85,556.62,543.15,558.95,556.46,559.89,562.15,569.74,564.59,569.74,577.33,576.69
7/1/87,558.95,NA,NA,NA,NA,NA,556.61,543.12,558.9,NA,559.83,NA,NA,NA,NA,577.41,NA
7/8/87,558.95,559.25,557.81,559.64,561.01,559.83,556.61,543.13,558.91,556.45,559.85,562.05,569.56,564.55,569.67,577.26,576.66
7/15/87,558.94,NA,NA,NA,NA,NA,556.61,543.12,558.9,NA,559.84,NA,NA,NA,NA,577.23,NA
7/22/87,559,559.3,557.86,559.68,561.06,559.87,556.66,543.17,558.98,556.51,559.97,562.21,569.73,564.61,569.71,577.3,576.69
7/23/87,559,559.3,557.86,559.68,561.06,559.87,556.66,543.17,558.98,556.51,559.97,562.21,569.73,564.61,569.71,577.3,576.69
7/27/87,558.99,559.29,557.84,559.66,561.04,559.85,556.64,543.16,558.96,556.59,559.96,562.16,569.66,564.59,569.66,577.27,576.67
7/29/87,558.99,NA,NA,NA,NA,NA,556.64,543.16,558.96,NA,559.95,NA,NA,NA,NA,577.26,NA
8/5/87,558.95,559.26,557.8,559.63,561.01,559.81,556.61,543.15,558.91,556.56,559.89,561.94,569.56,564.53,569.56,577.19,576.63
8/20/87,558.92,559.24,557.76,559.6,560.96,559.76,556.58,543.1,558.87,556.54,559.82,561.94,569.56,564.26,569.56,576.96,576.57
8/26/87,558.92,559.24,557.75,559.59,560.96,559.76,556.58,543.09,558.86,556.54,559.81,561.94,569.56,564.26,569.56,576.96,576.56
9/16/87,558.85,559.17,557.66,559.52,560.89,559.67,556.52,543.03,558.66,556.47,559.66,561.94,569.56,564.26,569.56,576.96,576.45
10/14/87,558.81,559.14,557.6,559.48,560.85,559.62,556.48,NA,558.66,556.45,559.66,561.94,569.56,564.26,569.56,576.96,576.37
5/5/88,NA,559.27,557.72,559.61,560.98,559.69,556.6,NA,558.66,556.55,559.66,561.94,569.56,564.26,569.56,576.96,576.38
5/20/88,NA,559.24,557.7,559.57,560.96,559.66,556.57,NA,558.66,556.53,559.66,561.94,569.56,564.26,569.56,576.96,576.31
6/3/88,NA,559.21,557.68,559.54,560.95,559.63,556.56,NA,558.66,556.5,559.66,561.94,569.56,564.26,569.56,576.96,576.27
6/10/88,558.8,559.15,557.61,559.47,560.88,559.55,556.48,542.87,558.66,556.43,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/16/88,558.77,559.14,557.6,559.47,560.88,559.54,556.47,542.85,558.66,556.42,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/1/88,558.65,559.03,557.43,559.35,560.73,559.37,556.36,542.76,558.66,NA,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/8/88,558.6,558.97,NA,559.27,560.65,559.28,556.3,542.71,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/15/88,558.54,558.91,557.16,559.19,560.56,559.18,556.24,542.67,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/22/88,558.48,558.85,557.16,559.11,560.47,559.1,556.19,542.64,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/27/88,558.4,558.79,557.16,NA,560.4,558.96,556.14,542.61,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
8/5/88,558.4,558.78,557.16,NA,560.42,558.96,556.14,542.62,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
8/10/88,558.37,558.74,557.16,NA,560.26,558.96,556.1,542.6,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
8/20/88,558.34,558.7,557.16,NA,560.26,558.96,556.08,542.59,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
8/26/88,558.28,NA,557.16,NA,560.26,558.96,556.03,542.55,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/3/88,558.24,NA,557.16,NA,560.26,558.96,555.98,542.5,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/9/88,558.19,NA,557.16,NA,560.26,558.96,555.95,542.48,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/16/88,558.17,NA,557.16,NA,560.26,558.96,NA,542.46,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/24/88,558.18,NA,557.16,NA,560.26,558.96,NA,542.45,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
4/21/89,NA,558.85,557.22,558.87,560.47,559.18,556.16,NA,558.66,556.34,559.66,561.94,569.56,564.26,569.56,576.96,576.16
5/8/89,NA,558.88,557.25,558.77,560.53,559.19,556.17,542.52,558.66,556.33,559.66,561.94,569.56,564.26,569.56,576.96,576.16
5/19/89,558.36,558.87,557.25,558.9,560.51,559.22,556.16,542.48,558.66,556.32,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/2/89,NA,558.92,557.34,558.96,560.6,559.36,556.2,542.52,558.66,556.39,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/7/89,NA,558.92,557.32,558.95,560.59,559.34,556.18,542.49,558.66,556.36,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/14/89,558.44,558.93,557.36,558.97,560.62,559.38,556.18,542.51,558.66,556.39,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/21/89,558.43,558.9,557.31,558.93,560.6,559.35,556.18,542.48,558.66,556.34,559.66,561.94,569.56,564.26,569.56,576.96,576.16
6/28/89,558.4,558.86,557.24,558.89,560.56,559.29,556.15,542.47,558.66,556.27,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/5/89,558.34,558.79,557.16,558.8,560.49,559.19,556.1,542.38,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
7/12/89,558.28,558.72,557.16,558.56,560.41,559.1,556.04,542.35,558.66,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
