DATE,P01,P02,P03,P04,P06,P07,P08,P11,T01,T02,T03,T04,T05,T06,T07,T08,T09
5/13/10,560.12,560.7,558.04,560.7,562.39,562.46,556.76,545.26,560.12,556.76,560.11,562.41,570.09,564.65,570.16,577.88,577.36
5/19/10,560.07,560.69,558.02,560.69,562.38,562.46,556.74,545.28,560.07,556.74,560.09,562.37,570.06,564.64,569.96,577.86,577.35
5/28/10,560.09,560.72,558.03,560.72,562.41,562.49,556.77,545.26,560.09,556.76,560.13,562.39,570.1,564.64,570.17,577.9,577.37
6/2/10,560.09,560.7,558.03,560.7,562.4,562.48,556.74,545.24,560.09,556.75,560.12,562.38,570.07,564.64,570.15,577.88,577.35
6/10/10,560.07,560.69,558.01,560.69,562.38,562.45,556.73,545.21,560.07,556.73,560.09,562.36,570.03,564.64,570.12,577.84,577.32
6/17/10,560.09,560.69,558.03,560.69,562.4,562.48,556.75,545.22,560.09,556.75,560.18,562.32,570.04,564.64,570.13,577.85,577.33
6/23/10,560.07,560.68,558.01,560.68,562.39,562.47,556.74,545.21,560.07,556.74,560.15,562.3,570.01,564.63,570.11,577.83,577.28
6/30/10,560.07,560.66,557.99,560.66,562.37,562.45,556.72,545.21,560.07,556.71,560.11,NA,569.98,564.62,570.08,577.79,577.24
7/8/10,560.03,560.6,557.92,560.6,562.33,562.41,556.67,545.15,560.03,556.67,559.95,562.18,569.87,564.55,570,577.71,577.14
7/15/10,559.99,560.59,557.87,560.59,562.29,562.38,556.64,545.12,559.99,556.64,559.91,561.94,569.79,564.5,569.95,577.65,577.08
7/22/10,560.02,560.59,557.83,560.59,562.28,562.36,556.62,545.1,560.02,556.6,559.66,561.94,569.7,564.54,569.89,577.6,577.05
7/27/10,559.95,560.55,557.81,560.55,562.26,562.35,556.61,545.09,559.95,556.59,559.66,561.94,569.63,564.44,569.86,577.57,577.03
8/4/10,559.94,560.53,557.77,560.53,562.25,562.34,556.6,545.07,559.94,556.57,559.66,561.94,569.56,564.39,569.8,577.52,577.02
8/12/10,559.93,560.51,557.73,560.51,562.23,562.32,556.58,545.05,559.93,556.54,559.66,561.94,569.56,564.26,569.73,577.47,576.98
8/18/10,559.9,560.49,557.7,560.49,562.22,562.3,556.57,545.03,559.9,556.52,559.66,561.94,569.56,564.26,569.68,577.43,576.94
8/26/10,559.87,560.46,557.64,560.46,562.18,562.26,556.53,544.99,559.87,556.46,559.66,561.94,569.56,564.26,569.56,577.34,576.93
9/3/10,559.85,560.43,557.6,560.43,562.15,562.25,556.52,544.96,559.85,556.43,559.66,561.94,569.56,564.26,569.56,577.26,576.89
9/17/10,559.88,560.46,557.64,560.46,562.18,562.27,556.56,544.98,559.88,556.51,559.66,561.94,569.56,564.26,569.56,577.26,576.88
11/12/10,559.84,560.45,557.61,560.45,562.15,562.24,556.57,544.94,559.84,556.59,559.84,561.94,569.56,564.26,569.56,576.96,576.87
4/27/11,560.26,560.96,557.98,560.96,NA,NA,556.76,545.43,560.26,556.81,560.28,562.41,570.2,564.65,570.21,577.86,577.29
5/6/11,560.29,561,558,561,562.55,562.73,556.73,545.43,560.29,556.78,560.3,562.4,570.17,564.65,570.2,577.84,577.28
5/12/11,560.26,NA,558.01,NA,562.55,562.75,556.72,545.5,560.26,556.77,560.31,562.4,570.16,564.65,570.2,577.84,577.3
5/19/11,560.3,561.01,558,561.01,562.55,562.74,556.71,545.5,560.3,556.75,560.31,562.38,570.14,564.65,570.19,577.83,NA
5/26/11,560.3,561.03,558.01,561.03,562.57,562.76,556.71,545.51,560.3,556.76,560.33,562.38,570.14,564.65,570.19,577.84,577.3
6/2/11,560.3,561.02,558,561.02,562.56,562.75,556.71,545.48,560.3,556.76,560.33,562.38,570.12,564.65,570.18,577.83,577.3
6/9/11,560.3,561,557.98,561,562.53,562.73,556.68,545.47,560.3,556.73,560.3,562.3,570.06,564.63,570.13,577.77,577.23
6/13/11,560.31,561,557.99,561,562.54,562.73,556.7,545.49,560.31,556.75,560.3,562.29,570.08,564.63,570.14,577.77,577.23
6/20/11,560.34,561.02,558,561.02,562.59,562.78,556.72,545.58,560.34,556.77,560.34,562.37,570.08,564.63,570.15,577.79,577.28
6/29/11,560.32,561.06,558,561.06,562.63,562.83,556.72,545.62,560.32,556.77,560.39,562.38,570.11,564.63,570.18,577.83,577.32
7/6/11,560.37,561.04,557.97,561.04,562.6,562.81,556.68,545.62,560.37,556.74,560.36,562.27,570.05,564.6,570.13,577.77,577.28
7/11/11,560.39,561.06,557.99,561.06,562.62,562.82,556.7,545.66,560.39,556.75,560.38,562.3,570.06,564.61,570.14,577.77,577.24
7/21/11,560.39,561.07,557.98,561.07,562.65,562.84,NA,545.66,560.39,556.74,560.39,562.3,570.04,564.6,570.13,577.77,577.28
7/25/11,560.41,561.1,558.01,561.1,562.67,562.88,556.71,545.69,560.41,556.77,560.41,562.34,570.06,564.62,570.15,577.79,577.32
8/3/11,560.41,561.1,558,561.1,562.69,562.9,556.71,NA,560.41,556.76,560.42,562.31,570.05,564.61,570.14,577.78,577.32
8/11/11,560.38,561.12,557.99,561.12,562.68,562.9,556.69,NA,560.38,556.74,560.41,562.28,570.02,564.6,570.13,577.76,577.34
8/17/11,560.38,561.16,557.96,561.16,562.71,562.92,556.71,545.73,560.38,556.76,560.44,562.32,570.04,564.61,570.15,577.79,577.35
8/26/11,560.38,561.12,557.96,561.12,562.68,562.89,556.67,545.71,560.38,556.73,560.41,562.19,569.97,564.51,570.1,577.72,577.34
9/2/11,560.39,561.12,557.95,561.12,562.66,562.88,556.67,545.7,560.39,556.72,560.39,562.1,569.92,564.56,570.07,577.68,577.32
9/9/11,560.36,561.09,557.92,561.09,562.64,562.87,556.66,545.63,560.36,556.71,560.37,561.94,569.86,564.51,570.03,577.63,577.27
9/13/11,560.35,561.06,557.9,561.06,562.62,562.83,556.65,545.65,560.35,556.69,560.35,561.94,569.82,NA,569.99,577.58,577.24
9/23/11,560.34,561.06,557.92,561.06,562.61,562.83,556.66,545.63,560.34,556.72,560.34,561.94,569.81,564.51,569.99,577.57,577.24
9/29/11,560.33,561.05,557.9,561.05,562.6,562.81,556.65,545.62,560.33,556.71,560.32,561.94,569.74,564.47,569.95,577.52,577.22
10/5/11,560.31,561.02,557.83,561.02,562.57,562.79,556.64,545.61,560.31,556.69,560.3,561.94,569.66,564.44,569.91,577.46,577.19
10/14/11,560.31,561.02,557.88,561.02,562.57,562.78,556.66,545.6,560.31,556.71,560.3,561.94,569.61,564.44,569.89,577.44,577.18
10/21/11,560.3,561,557.86,561,562.55,562.76,556.65,545.59,560.3,556.7,560.29,561.94,569.56,564.44,569.86,577.4,577.15
10/27/11,560.3,561.01,557.86,561.01,562.55,562.76,556.66,545.59,560.3,556.71,560.29,561.94,569.56,564.42,569.85,577.38,577.15
3/16/12,NA,NA,NA,NA,562.55,562.72,NA,NA,NA,556.81,560.25,562.24,569.56,564.51,569.78,577.31,NA
4/5/12,560.23,560.98,557.74,560.98,562.52,562.7,556.76,545.59,560.23,556.77,560.25,561.94,569.56,564.46,569.65,577.24,576.93
4/11/12,560.2,560.95,557.72,560.95,562.49,562.67,556.74,545.57,560.2,556.75,560.22,561.94,569.56,564.42,569.57,577.19,576.91
4/20/12,560.23,560.98,557.76,560.98,562.51,562.69,556.74,545.59,560.23,556.76,560.24,561.94,569.56,564.48,569.63,577.26,576.94
4/25/12,560.22,560.96,557.75,560.96,562.51,562.68,556.73,545.58,560.22,556.74,560.23,561.94,569.56,564.45,569.58,577.24,576.93
5/1/12,560.23,560.97,557.78,560.97,562.51,562.68,556.74,545.6,560.23,556.75,560.24,561.94,569.56,564.49,569.63,577.27,576.94
5/7/12,560.23,560.96,557.79,560.96,562.51,562.69,556.74,545.58,560.23,556.75,560.25,561.94,569.56,564.5,569.64,577.28,576.92
5/16/12,560.2,560.92,557.76,560.92,562.46,562.65,556.7,545.55,560.2,556.72,560.21,561.94,569.56,564.44,569.56,577.2,576.88
5/24/12,560.17,560.91,557.75,560.91,562.45,562.64,556.7,545.54,560.17,556.71,560.19,561.94,569.56,564.41,569.56,577.16,576.86
5/31/12,560.17,560.91,557.76,560.91,562.45,562.62,556.71,545.54,560.17,556.72,560.19,561.94,569.56,564.42,569.56,577.16,576.85
6/6/12,560.16,560.9,557.74,560.9,562.44,562.62,556.69,545.53,560.16,556.7,560.17,561.94,569.56,564.36,569.56,577.06,576.83
6/14/12,560.15,560.9,557.75,560.9,562.44,562.61,556.7,545.52,560.15,556.71,560.17,561.94,569.56,564.36,569.56,577.03,576.81
6/21/12,560.13,560.88,557.73,560.88,562.42,562.61,556.69,545.53,560.13,556.7,560.15,561.94,569.56,564.31,569.56,576.96,576.79
6/27/12,560.12,560.86,557.7,560.86,562.4,562.58,556.67,545.51,560.12,556.67,560.13,561.94,569.56,564.26,569.56,576.96,576.75
7/3/12,560.1,560.85,557.66,560.85,562.38,562.58,556.65,545.5,560.1,556.66,560.11,561.94,569.56,564.26,569.56,576.96,576.72
7/9/12,560.09,560.84,557.64,560.84,562.37,562.56,556.64,545.49,560.09,556.65,560.1,561.94,569.56,564.26,569.56,576.96,576.7
7/16/12,560.04,560.8,557.56,560.8,562.34,562.52,556.6,545.46,560.04,556.58,560.02,561.94,569.56,564.26,569.56,576.96,576.64
7/26/12,559.97,560.74,557.45,560.74,562.28,562.46,556.54,545.4,559.97,556.48,559.88,561.94,569.56,564.26,569.56,576.96,576.55
7/31/12,559.95,560.72,557.39,560.72,562.25,562.44,556.51,545.37,559.95,556.43,559.66,561.94,569.56,564.26,569.56,576.96,576.51
8/9/12,559.95,560.72,557.41,560.72,562.26,562.44,556.53,545.39,559.95,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.51
8/16/12,559.92,560.68,557.34,560.68,562.23,562.41,556.5,545.35,559.92,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.46
8/22/12,559.89,560.66,557.27,560.66,562.2,562.38,556.46,545.32,559.89,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.41
8/30/12,559.83,560.62,557.18,560.62,562.16,562.34,556.42,545.29,559.83,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.33
9/5/12,559.82,560.59,557.16,560.59,562.13,562.31,556.39,545.26,559.82,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.28
9/13/12,559.76,560.54,557.16,560.54,562.09,562.26,556.35,545.21,559.76,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/20/12,559.74,560.51,557.16,560.51,562.05,562.23,556.33,545.18,559.74,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/26/12,559.72,560.49,557.16,560.49,562.03,562.2,556.31,545.16,559.72,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/3/12,559.7,560.48,557.16,560.48,562.01,562.18,556.29,545.14,559.7,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/10/12,559.7,560.47,557.16,560.47,562.01,562.18,556.3,545.14,559.7,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.16
5/16/13,559.86,560.71,557.71,560.71,562.08,562.53,556.7,545.45,559.86,556.72,560.03,561.94,569.71,564.58,569.73,577.06,576.67
5/24/13,560.06,560.85,557.9,560.85,562.35,562.55,556.75,545.65,560.06,556.78,560.06,562.37,569.92,564.64,569.95,577.13,576.86
5/31/13,560.04,560.9,557.92,560.9,562.39,562.58,556.78,545.72,560.04,556.77,560.09,562.39,569.95,564.65,569.99,577.15,576.9
6/6/13,560.11,560.9,557.95,560.9,562.4,562.59,556.76,545.72,560.11,556.74,560.1,562.38,569.94,564.65,570.01,577.15,576.91
6/13/13,560.1,560.89,557.93,560.89,562.39,562.58,556.73,545.71,560.1,556.71,560.09,562.35,569.89,564.65,569.99,577.14,576.9
6/19/13,560.07,560.86,557.91,560.86,562.36,562.56,556.71,545.69,560.07,556.69,560.06,562.3,569.84,564.61,569.94,577.13,576.85
6/26/13,560.07,560.85,557.91,560.85,562.36,562.56,556.71,545.68,560.07,556.69,560.06,562.3,569.82,564.61,569.92,577.13,576.84
7/2/13,560.03,560.82,557.87,560.82,562.32,562.52,556.68,545.65,560.03,556.65,559.99,562.21,569.73,564.56,569.87,577.11,576.79
7/11/13,559.98,560.77,557.81,560.77,562.27,562.48,556.64,545.59,559.98,556.61,559.88,562.07,569.56,564.49,569.78,577.08,576.73
7/17/13,559.95,560.74,557.76,560.74,562.25,562.45,556.61,545.56,559.95,556.58,559.85,561.94,569.56,564.42,569.71,577.06,576.68
7/22/13,559.92,560.71,557.72,560.71,562.22,562.42,556.58,545.53,559.92,556.53,559.66,561.94,569.56,564.34,569.63,577.04,576.64
7/31/13,559.88,560.67,557.66,560.67,562.17,562.37,556.54,545.5,559.88,556.46,559.66,561.94,569.56,564.26,569.56,577.01,576.58
8/8/13,559.87,560.66,557.63,560.66,562.16,562.67,556.53,545.49,559.87,556.44,559.66,561.94,569.56,564.26,569.56,576.96,576.55
8/16/13,559.82,560.62,557.55,560.62,562.12,562.33,556.5,545.46,559.82,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.49
8/21/13,559.81,560.61,557.51,560.61,562.1,562.31,556.47,545.44,559.81,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.45
8/30/13,559.79,560.59,557.46,560.59,562.09,562.3,556.46,545.42,559.79,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.42
9/5/13,559.75,560.55,557.39,560.55,562.05,562.27,556.42,545.39,559.75,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.37
9/10/13,559.79,560.59,557.46,560.59,562.09,562.3,556.47,545.44,559.79,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.42
9/16/13,559.78,560.58,557.44,560.58,562.08,562.29,556.46,545.43,559.78,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.4
9/25/13,559.75,560.55,557.39,560.55,562.05,562.26,556.45,545.4,559.75,556.16,559.66,561.94,569.56,564.26,569.56,576.96,576.39
10/22/13,559.94,560.71,557.74,560.71,562.25,562.45,556.67,545.56,559.94,556.67,560.05,562.2,569.57,564.5,569.71,577.06,576.62
4/18/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.19,570.02,NA,NA,NA,576.65
4/22/14,NA,560.75,NA,560.75,562.34,562.5,NA,NA,NA,NA,NA,562.2,NA,NA,NA,NA,NA
5/2/14,560.18,560.82,557.97,560.82,562.41,562.58,556.76,545.74,560.18,556.84,NA,562.28,570.13,564.65,570.14,577.06,576.94
5/7/14,560.19,560.83,557.99,560.83,562.42,562.58,556.74,545.78,560.19,556.82,560.13,562.29,570.11,564.65,570.15,577.07,576.94
5/14/14,560.13,560.83,557.99,560.83,562.42,562.59,556.71,545.81,560.13,556.79,560.14,562.28,570.09,564.65,570.15,577.07,576.94
5/21/14,560.19,560.82,557.99,560.82,562.41,562.58,556.69,545.81,560.19,556.77,560.14,562.27,570.06,564.65,570.13,577.06,576.94
5/28/14,560.17,560.8,557.99,560.8,562.39,562.57,556.66,545.9,560.17,556.74,560.12,562.26,570.02,564.65,570.1,577.05,576.92
6/3/14,560.14,560.78,557.98,560.78,562.37,562.55,556.65,545.81,560.14,556.73,560.1,562.25,569.99,564.64,570.08,577.04,576.91
6/9/14,560.09,560.75,557.98,560.75,562.35,562.53,556.65,545.8,560.09,556.72,560.09,562.23,569.95,564.63,570.05,577.04,576.88
6/17/14,560.12,560.74,557.98,560.74,562.34,562.52,556.65,545.83,560.12,556.72,560.08,562.23,569.92,564.63,570.04,577.03,576.87
6/27/14,560.22,560.81,558.03,560.81,562.44,562.63,556.71,545.91,560.22,556.78,560.16,562.29,570.03,564.65,570.12,577.06,576.97
7/2/14,560.12,560.82,558.02,560.82,562.46,562.64,556.69,545.95,560.12,556.77,560.17,562.28,570.04,564.65,570.13,577.06,576.99
7/7/14,560.15,560.81,558.02,560.81,562.45,562.64,556.67,545.9,560.15,556.75,560.17,562.27,570.01,564.65,570.09,577.05,576.97
7/15/14,560.14,560.77,557.99,560.77,562.41,562.6,556.64,545.87,560.14,556.73,560.14,562.24,569.95,564.63,570.07,577.04,576.93
7/21/14,560.12,560.76,557.96,560.76,562.39,562.58,556.62,545.85,560.12,556.7,560.12,562.17,569.89,564.59,570.03,577.03,576.9
7/29/14,560.15,560.74,557.96,560.74,562.37,562.57,556.62,545.83,560.15,556.69,560.1,562.13,569.85,564.59,570.01,577.02,576.87
8/4/14,560.11,560.71,557.91,560.71,562.34,562.54,556.59,545.8,560.11,556.66,560.06,562.01,569.77,564.56,569.96,577.01,576.83
8/11/14,560.08,560.69,557.87,560.69,562.32,562.52,556.57,545.79,560.08,556.63,560.01,561.94,569.66,564.51,569.9,576.99,576.79
8/19/14,560.06,560.68,557.86,560.68,562.31,562.51,556.57,545.8,560.06,556.62,560,561.94,569.56,564.51,569.88,576.98,576.78
8/28/14,560.07,560.68,557.87,560.68,562.32,562.51,NA,545.8,560.07,556.65,560.04,561.94,569.56,564.53,569.88,576.99,576.79
9/3/14,560.08,560.68,557.87,560.68,562.32,562.51,556.59,545.8,560.08,556.66,560.05,561.94,569.56,564.53,569.87,576.98,576.78
9/10/14,560.06,560.67,557.87,560.67,562.31,562.51,556.59,545.79,560.06,556.67,560.06,561.94,569.56,564.53,569.85,576.98,576.78
9/17/14,560.05,560.66,557.85,560.66,562.3,562.49,556.57,545.77,560.05,556.65,NA,561.94,569.56,564.5,569.82,576.96,576.75
9/24/14,560.04,560.64,557.83,560.64,562.29,562.49,556.57,545.76,560.04,556.64,560.02,561.94,569.56,564.48,569.78,576.96,576.72
10/1/14,560.02,560.63,557.84,560.63,562.28,562.48,556.58,545.75,560.02,556.66,560.03,561.94,569.56,564.48,569.78,576.96,576.71
10/8/14,560.01,560.61,557.82,560.61,562.26,562.46,556.57,545.74,560.01,556.65,559.75,561.94,569.56,564.47,569.73,576.96,576.69
10/15/14,560,560.61,557.81,560.61,562.25,562.45,556.57,545.71,560,556.65,560.02,561.94,569.56,564.45,569.71,576.96,576.67
10/23/14,559.99,560.59,557.81,560.59,562.25,562.44,556.57,545.71,559.99,556.65,560.02,561.94,569.56,564.44,569.68,576.96,576.65
10/29/14,559.98,560.58,557.8,560.58,562.23,562.44,556.56,545.69,559.98,556.64,560.02,561.94,569.56,564.44,569.64,576.96,576.63
4/13/15,559.99,560.6,557.87,560.6,562.26,562.44,556.72,545.73,559.99,556.8,560.1,561.94,569.56,564.63,569.67,576.96,576.61
4/20/15,559.96,560.59,557.87,560.59,562.23,562.44,556.71,545.73,559.96,556.79,560.11,561.94,569.56,564.63,569.7,576.96,576.61
4/27/15,559.96,560.58,557.87,560.58,562.22,562.42,556.71,545.73,559.96,556.78,560.09,561.94,569.56,564.62,569.66,576.96,576.61
5/4/15,559.94,560.55,557.87,560.55,562.19,562.41,556.68,545.71,559.94,NA,560.08,561.94,569.56,564.61,569.65,576.96,576.57
5/15/15,560,560.61,557.98,560.61,562.26,562.46,556.71,545.75,560,556.79,560.09,562.07,569.71,564.65,569.81,576.96,576.68
5/22/15,560.09,560.68,558.03,560.68,562.34,562.53,556.7,545.83,560.09,556.78,560.08,562.27,569.87,564.65,569.94,576.99,576.78
5/29/15,560.09,560.67,558.03,560.67,562.32,562.53,556.67,545.82,560.09,556.75,560.08,562.26,569.83,564.65,569.94,576.99,576.78
6/3/15,560.07,560.66,558.03,560.66,562.31,562.52,556.66,545.8,560.07,556.74,560.09,562.26,569.81,564.65,569.94,576.99,576.77
6/8/15,560.07,560.64,558.02,560.64,562.3,562.51,556.65,545.81,560.07,556.74,560.08,562.24,569.77,564.64,569.92,576.99,576.75
6/17/15,560.08,560.66,558.04,560.66,562.32,562.53,556.67,545.82,560.08,556.75,560.09,562.27,569.8,564.65,569.94,576.99,576.78
6/22/15,560.06,560.67,558.04,560.67,562.35,562.56,556.68,545.81,560.06,556.76,560.09,562.28,569.82,564.65,569.96,577,576.8
6/29/15,560.06,560.64,558.01,560.64,562.31,562.53,556.65,545.8,560.06,556.73,560.04,562.19,569.71,564.62,569.91,576.98,576.76
7/7/15,560.06,560.64,558,560.64,562.31,562.53,556.64,545.78,560.06,556.72,560.04,562.13,569.61,564.61,569.88,576.98,576.75
7/13/15,560.03,560.61,557.97,560.61,562.3,562.51,556.63,545.75,560.03,556.7,559.99,562.05,569.56,564.58,569.85,576.96,576.72
7/20/15,560.02,560.6,557.96,560.6,562.28,562.5,556.62,545.75,560.02,556.7,559.98,561.96,569.56,564.57,569.81,576.96,576.7
7/27/15,559.99,560.58,557.92,560.58,562.26,562.48,556.6,545.73,559.99,556.67,559.91,561.94,569.56,564.52,569.74,576.96,576.66
8/3/15,559.95,560.53,557.85,560.53,562.21,562.43,556.55,545.68,559.95,556.6,559.79,561.94,569.56,564.43,569.62,576.96,576.59
8/10/15,559.92,560.5,557.78,560.5,562.19,562.41,556.52,545.67,559.92,556.55,559.66,561.94,569.56,564.37,569.56,576.96,576.53
8/18/15,559.88,560.48,557.74,560.48,562.15,562.4,556.5,545.62,559.88,556.51,559.66,561.94,569.56,564.29,569.56,576.96,576.5
8/24/15,559.86,560.45,557.72,560.45,562.13,562.35,556.49,545.61,559.86,556.51,559.66,561.94,569.56,564.26,569.56,576.96,576.46
8/31/15,559.84,560.44,557.67,560.44,562.12,562.34,556.47,545.59,559.84,556.46,559.66,561.94,569.56,564.26,569.56,576.96,576.43
9/8/15,559.82,560.41,557.63,560.41,562.09,562.31,556.45,545.56,559.82,556.43,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/14/15,559.79,560.39,557.58,560.39,562.06,562.28,556.42,545.54,559.79,556.38,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/21/15,559.76,560.36,557.55,560.36,562.04,562.26,556.4,545.51,559.76,556.35,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/30/15,559.73,560.33,557.49,560.33,562.01,562.23,556.38,545.47,559.73,NA,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/5/15,559.71,560.3,557.48,560.3,561.99,562.21,556.36,545.45,559.71,556.29,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/21/15,559.67,560.26,557.42,560.26,561.95,562.16,556.34,545.4,559.67,NA,559.66,561.94,569.56,564.26,569.56,576.96,576.16